Drug	Strain	ParentCompound	numPoolsTested	Time	Pool	plateID	Manual_Selection	RT	RT_MB	MZ	LeadingMZ	analysisType	full_strain_name	abb_strain_name	NCBI tax ID	Area	AreaControl	AreaControlsubtracted	pval	endConc	startConc	ratioCompoundIntensityStartEnd	hit
M_HYDROCORTISONE_2	Capnocytophaga ochracea	Hydrocortisone	3	12	04	3	TRUE	3.632	3.705	364.224975	365.2328	SS_MA_TM	Capnocytophaga ochracea	C. ochracea	521097	12444	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Capnocytophaga ochracea	Hydrocortisone	3	12	08	3	TRUE	3.721	3.705	364.224975	365.2328	SS_MA_TM	Capnocytophaga ochracea	C. ochracea	521097	986	18715	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	0	01	3	TRUE	3.654	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	16509	16218	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	0	04	3	TRUE	3.633	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	11693	9705	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	0	04	3	TRUE	3.633	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	11693	9705	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	0	04	3	TRUE	3.633	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	11693	9705	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	0	04	3	TRUE	3.633	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	11693	9705	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	0	08	3	TRUE	3.607	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	15640	20538	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	1.5	01	3	TRUE	3.73	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	982	3861	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	3	04	3	TRUE	3.722	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	1938	14426	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	3	04	3	TRUE	3.722	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	1938	14426	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	3	04	3	TRUE	3.722	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	1938	14426	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	3	04	3	TRUE	3.722	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	1938	14426	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	6	01	3	TRUE	3.598	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	10082	13150	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	6	04	3	TRUE	3.639	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	11368	13074	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	6	04	3	TRUE	3.639	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	11368	13074	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	6	04	3	TRUE	3.639	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	11368	13074	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	6	04	3	TRUE	3.639	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	11368	13074	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	6	08	3	TRUE	3.65	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	15168	1119	14049	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	12	01	3	TRUE	3.632	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	10210	14459	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	12	04	3	TRUE	3.675	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	529	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	12	04	3	TRUE	3.675	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	529	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	12	04	3	TRUE	3.675	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	529	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	12	04	3	TRUE	3.675	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	529	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Gemella morbillorum	Hydrocortisone	3	12	08	3	TRUE	3.621	3.705	364.224975	365.2328	SS_MA_TM	Gemella morbillorum	G. morbillorum	29391	13271	18715	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	0	01	3	TRUE	3.644	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	16218	16218	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	0	04	3	TRUE	3.653	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	9705	9705	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	0	04	3	TRUE	3.653	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	9705	9705	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	0	04	3	TRUE	3.653	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	9705	9705	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	0	04	3	TRUE	3.653	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	9705	9705	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	0	08	3	TRUE	3.643	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	20538	20538	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	1.5	04	3	TRUE	3.654	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	11240	11240	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	1.5	04	3	TRUE	3.654	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	11240	11240	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	1.5	04	3	TRUE	3.654	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	11240	11240	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	1.5	04	3	TRUE	3.654	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	11240	11240	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	1.5	08	3	TRUE	3.643	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	14018	14018	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	3	01	3	TRUE	3.641	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	13232	13232	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	3	04	3	TRUE	3.619	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	14426	14426	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	3	04	3	TRUE	3.619	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	14426	14426	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	3	04	3	TRUE	3.619	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	14426	14426	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	3	04	3	TRUE	3.619	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	14426	14426	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	3	08	3	TRUE	3.644	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	14790	14790	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	6	01	3	TRUE	3.621	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	13150	13150	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	6	04	3	TRUE	3.643	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	13074	13074	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	6	04	3	TRUE	3.643	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	13074	13074	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	6	04	3	TRUE	3.643	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	13074	13074	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	6	04	3	TRUE	3.643	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	13074	13074	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	6	08	3	TRUE	3.71	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	1119	1119	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	12	01	3	TRUE	3.642	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	14459	14459	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	12	04	3	TRUE	3.609	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	14961	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	12	04	3	TRUE	3.609	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	14961	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	12	04	3	TRUE	3.609	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	14961	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	12	04	3	TRUE	3.609	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	14961	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Control_3	Hydrocortisone	3	12	08	3	TRUE	3.642	3.705	364.224975	365.2328	SS_MA_TM	Control_3	Control_3	NA	18715	18715	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	0	01	3	TRUE	3.653	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	10759	16218	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	0	04	3	TRUE	3.62	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	10737	9705	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	0	04	3	TRUE	3.62	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	10737	9705	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	0	04	3	TRUE	3.62	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	10737	9705	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	0	04	3	TRUE	3.62	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	10737	9705	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	1.5	01	3	TRUE	3.631	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	17607	3861	13746	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	1.5	04	3	TRUE	3.642	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	10403	11240	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	1.5	04	3	TRUE	3.642	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	10403	11240	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	1.5	04	3	TRUE	3.642	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	10403	11240	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	1.5	04	3	TRUE	3.642	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	10403	11240	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	1.5	08	3	TRUE	3.642	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	13471	14018	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	3	01	3	TRUE	3.74	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	1265	13232	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	3	04	3	TRUE	3.617	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	15386	14426	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	3	04	3	TRUE	3.617	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	15386	14426	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	3	04	3	TRUE	3.617	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	15386	14426	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	3	04	3	TRUE	3.617	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	15386	14426	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	3	08	3	TRUE	3.619	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	20385	14790	5595	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	6	01	3	TRUE	3.619	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	15030	13150	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	6	04	3	TRUE	3.644	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	12660	13074	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	6	04	3	TRUE	3.644	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	12660	13074	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	6	04	3	TRUE	3.644	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	12660	13074	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	6	04	3	TRUE	3.644	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	12660	13074	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	6	08	3	TRUE	3.642	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	14619	1119	13500	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	12	04	3	TRUE	3.741	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	1931	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	12	04	3	TRUE	3.741	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	1931	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	12	04	3	TRUE	3.741	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	1931	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	12	04	3	TRUE	3.741	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	1931	14961	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Lactobacillus gasseri	Hydrocortisone	3	12	08	3	TRUE	3.631	3.705	364.224975	365.2328	SS_MA_TM	Lactobacillus gasseri	L. gasseri	324831	17108	18715	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	0	05	1	TRUE	4.32	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	5317	1801	5000	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	0	09	1	TRUE	4.33	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	12559	13432	5000	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	0	12	1	TRUE	4.343	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	2828	0	5000	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	1.5	05	1	TRUE	4.087	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	2678	6466	5000	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	1.5	09	1	TRUE	4.32	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	11562	0	11562	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	1.5	12	1	TRUE	4.04	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	3233	2718	5000	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	3	05	1	TRUE	4.177	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	1382	5038	5000	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	3	09	1	TRUE	4.309	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	14164	8589	5575	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	3	12	1	TRUE	4.333	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	12217	5327	6890	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	6	05	1	TRUE	4.309	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	11201	10466	5000	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	6	09	1	TRUE	4.332	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	13617	1008	12609	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	6	12	1	TRUE	4.055	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	8600	15409	5000	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	12	05	1	TRUE	4.331	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	6826	1220	5606	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	12	09	1	TRUE	0	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	0	2302	5000	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Actinomyces naeslundi	Betamethasone	3	12	12	1	TRUE	4.02	4.07	332.179903	333.187728	SS_MA_TM	Actinomyces naeslundi	A. naeslundi	1655	4203	7394	5000	1	5202	5000	1.0404	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	0	05	1	TRUE	4.345	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	6005	1801	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	0	12	1	TRUE	4.033	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	2757	0	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	1.5	05	1	TRUE	4.065	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	902	6466	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	1.5	09	1	TRUE	4.32	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	5193	0	5193	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	1.5	12	1	TRUE	4.033	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	3907	2718	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	3	05	1	TRUE	4.322	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	14596	5038	9558	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	3	09	1	TRUE	4.32	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	13541	8589	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	3	12	1	TRUE	4.343	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	8460	5327	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	6	05	1	TRUE	4.309	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	11861	10466	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	6	09	1	TRUE	4.353	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	14038	1008	13030	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	6	12	1	TRUE	4.331	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	8010	15409	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	12	05	1	TRUE	4.144	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	945	1220	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	12	09	1	TRUE	0	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	0	2302	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Alloscardovia omnicolens	Betamethasone	3	12	12	1	TRUE	4.328	4.07	332.179903	333.187728	SS_MA_TM	Alloscardovia omnicolens	A. omnicolens	1120979	3900	7394	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Gemella haemolysans	Betamethasone	3	0	05	1	TRUE	4.31	4.07	332.179903	333.187728	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	1796	1801	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Gemella haemolysans	Betamethasone	3	0	09	1	TRUE	4.343	4.07	332.179903	333.187728	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	4333	13432	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Gemella haemolysans	Betamethasone	3	0	12	1	TRUE	4.183	4.07	332.179903	333.187728	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	1032	0	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Gemella haemolysans	Betamethasone	3	1.5	05	1	TRUE	4.323	4.07	332.179903	333.187728	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	2255	6466	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Gemella haemolysans	Betamethasone	3	1.5	09	1	TRUE	4.276	4.07	332.179903	333.187728	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	1849	0	5000	1	5000	5000	1	FALSE
M_BETAMETHASONE_1	Gemella haemolysans	Betamethasone	3	1.5	12	1	TRUE	3.998	4.07	332.179903	333.187728	SS_MA_TM	Gemella haemolysans	G. haemolysans	546270	604	2718	5000	1	5000	5000	1	FALSE
