Drug	Strain	ParentCompound	numPoolsTested	Time	Pool	plateID	Manual_Selection	RT	RT_MB	MZ	LeadingMZ	analysisType	full_strain_name	abb_strain_name	NCBI tax ID	Area	AreaControl	AreaControlsubtracted	pval	endConc	startConc	ratioCompoundIntensityStartEnd	hit
M_PREDNISOLONE_4	Lactobacillus ruminis	Prednisolone	3	12	04	15	TRUE	3.897	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus ruminis	L. ruminis	525362	924	1141	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus ruminis	Prednisolone	3	12	06	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus ruminis	L. ruminis	525362	0	1447	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus ruminis	Prednisolone	3	12	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus ruminis	L. ruminis	525362	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	0	04	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	0	1121	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	0	06	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	0	755	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	0	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	1.5	04	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	0	704	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	1.5	06	15	TRUE	3.744	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	827	734	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	1.5	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	3	04	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	0	1636	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	3	06	15	TRUE	3.7	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	1157	1396	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	3	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	6	04	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	0	621	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	6	06	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	0	1391	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	6	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	12	04	15	TRUE	3.853	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	856	1141	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	12	06	15	TRUE	3.699	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	2057	1447	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus anginosus	Prednisolone	3	12	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus anginosus	S. anginosus	1000570	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	0	04	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	1121	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	0	06	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	755	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	0	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	1.5	04	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	704	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	1.5	06	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	734	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	1.5	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	3	04	15	TRUE	3.907	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	1406	1636	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	3	06	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	1396	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	3	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	6	04	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	621	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	6	06	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	1391	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	6	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	12	04	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	1141	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	12	06	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	1447	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus mitis	Prednisolone	3	12	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus mitis	S. mitis	28037	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	0	04	15	TRUE	3.91	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	1231	1121	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	0	06	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	0	755	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	0	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	1.5	04	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	0	704	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	1.5	06	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	0	734	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	1.5	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	3	04	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	0	1636	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	3	06	15	TRUE	3.596	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	946	1396	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	3	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	6	04	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	0	621	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	6	06	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	0	1391	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	6	07	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	0	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	12	04	15	TRUE	3.61	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	1059	1141	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	12	06	15	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	0	1447	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Streptococcus sanguinis	Prednisolone	3	12	07	15	TRUE	3.444	3.651	300.173675	301.1815	SS_AA_TM	Streptococcus sanguinis	S. sanguinis	1305	819	NA	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_15	Prednisolone	2	0	04	15	TRUE	3.911	3.651	300.173675	301.1815	SS_AA_TM	Control_15	Control_15	NA	1121	1121	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_15	Prednisolone	2	0	06	15	TRUE	3.733	3.651	300.173675	301.1815	SS_AA_TM	Control_15	Control_15	NA	755	755	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_15	Prednisolone	2	1.5	04	15	TRUE	3.62	3.651	300.173675	301.1815	SS_AA_TM	Control_15	Control_15	NA	704	704	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_15	Prednisolone	2	1.5	06	15	TRUE	3.853	3.651	300.173675	301.1815	SS_AA_TM	Control_15	Control_15	NA	734	734	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_15	Prednisolone	2	3	04	15	TRUE	3.587	3.651	300.173675	301.1815	SS_AA_TM	Control_15	Control_15	NA	1636	1636	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_15	Prednisolone	2	3	06	15	TRUE	3.711	3.651	300.173675	301.1815	SS_AA_TM	Control_15	Control_15	NA	1396	1396	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_15	Prednisolone	2	6	04	15	TRUE	3.93	3.651	300.173675	301.1815	SS_AA_TM	Control_15	Control_15	NA	621	621	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_15	Prednisolone	2	6	06	15	TRUE	3.741	3.651	300.173675	301.1815	SS_AA_TM	Control_15	Control_15	NA	1391	1391	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_15	Prednisolone	2	12	04	15	TRUE	3.611	3.651	300.173675	301.1815	SS_AA_TM	Control_15	Control_15	NA	1141	1141	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_15	Prednisolone	2	12	06	15	TRUE	3.707	3.651	300.173675	301.1815	SS_AA_TM	Control_15	Control_15	NA	1447	1447	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	0	04	16	TRUE	3.909	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	1308	743	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	0	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	0	875	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	0	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	0	662	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	1.5	04	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	1.5	06	16	TRUE	3.905	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	737	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	1.5	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	3	04	16	TRUE	3.934	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	677	416	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	3	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	0	1071	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	3	07	16	TRUE	3.532	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	809	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	6	04	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	6	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	6	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	0	716	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	12	04	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	0	1010	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	12	06	16	TRUE	3.72	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	984	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Faecalibacterium prausnitzii	Prednisolone	3	12	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Faecalibacterium prausnitzii	F. prausnitzii	411483	0	915	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	0	04	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	743	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	0	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	875	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	0	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	662	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	1.5	04	16	TRUE	3.91	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	1203	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	1.5	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	1.5	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	3	04	16	TRUE	3.899	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	775	416	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	3	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	1071	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	3	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	6	04	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	6	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	6	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	716	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	12	04	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	1010	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	12	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus paracasei	Prednisolone	3	12	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus paracasei	L. paracasei	47714	0	915	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	0	04	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	0	743	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	0	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	0	875	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	0	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	0	662	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	1.5	04	16	TRUE	3.91	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	1479	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	1.5	06	16	TRUE	3.731	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	1684	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	1.5	07	16	TRUE	3.63	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	942	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	3	04	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	0	416	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	3	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	0	1071	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	3	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	6	04	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	6	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	6	07	16	TRUE	3.919	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	546	716	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	12	04	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	0	1010	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	12	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Lactobacillus fermentum	Prednisolone	3	12	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Lactobacillus fermentum	L. fermentum	525325	0	915	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	0	04	16	TRUE	3.899	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	743	743	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	0	06	16	TRUE	3.55	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	875	875	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	0	07	16	TRUE	3.862	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	662	662	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	1.5	04	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	1.5	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	1.5	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	3	04	16	TRUE	3.875	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	416	416	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	3	06	16	TRUE	3.841	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	1071	1071	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	3	07	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	6	04	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	6	07	16	TRUE	3.733	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	716	716	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	12	04	16	TRUE	3.918	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	1010	1010	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	12	06	16	TRUE	0	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	0	0	5000	1	5000	5000	1	FALSE
M_PREDNISOLONE_4	Control_16	Prednisolone	3	12	07	16	TRUE	3.629	3.651	300.173675	301.1815	SS_AA_TM	Control_16	Control_16	NA	915	915	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Streptococcus salivarius	Hydrocortisone	4	0	01	6	TRUE	3.723	3.705	364.224975	365.2328	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Streptococcus salivarius	Hydrocortisone	4	0	04	6	TRUE	3.724	3.705	364.224975	365.2328	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Streptococcus salivarius	Hydrocortisone	4	0	05	6	TRUE	3.728	3.705	364.224975	365.2328	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
M_HYDROCORTISONE_2	Streptococcus salivarius	Hydrocortisone	4	0	08	6	TRUE	3.722	3.705	364.224975	365.2328	SS_AA_TM	Streptococcus salivarius	S. salivarius	1304	0	0	5000	1	5000	5000	1	FALSE
