Strain	index	parent_compound	pval	hit	Oxygen	Type
Control_2	M_DEXAMETHASONE_3	Dexamethasone	1	FALSE	MA	SS
Control_3	M_DEXAMETHASONE_3	Dexamethasone	1	FALSE	MA	SS
Control_1	M_PREDNISONE_2	Prednisone	1	FALSE	MA	SS
Control_2	M_PREDNISONE_2	Prednisone	1	FALSE	MA	SS
Control_3	M_PREDNISONE_2	Prednisone	1	FALSE	MA	SS
Control_1	M_METHYLPREDNISOLONE_1	Methylprednisolone	1	FALSE	MA	SS
Control_2	M_METHYLPREDNISOLONE_1	Methylprednisolone	1	FALSE	MA	SS
Control_3	M_METHYLPREDNISOLONE_1	Methylprednisolone	1	FALSE	MA	SS
Control_1	M_METHYLPREDNISOLONE_2	Methylprednisolone	1	FALSE	MA	SS
Control_2	M_METHYLPREDNISOLONE_2	Methylprednisolone	1	FALSE	MA	SS
Control_3	M_METHYLPREDNISOLONE_2	Methylprednisolone	1	FALSE	MA	SS
Control_1	M_TACROLIMUS_8	Tacrolimus	1	FALSE	MA	SS
Control_2	M_TACROLIMUS_8	Tacrolimus	1	FALSE	MA	SS
Control_3	M_TACROLIMUS_8	Tacrolimus	1	FALSE	MA	SS
Control_1	M_SIROLIMUS_1	Sirolimus	1	FALSE	MA	SS
Control_2	M_SIROLIMUS_1	Sirolimus	1	FALSE	MA	SS
Control_3	M_SIROLIMUS_1	Sirolimus	1	FALSE	MA	SS
Control_1	M_MMF_9	Mycophenolate Mofetil	1	FALSE	MA	SS
Control_2	M_MMF_9	Mycophenolate Mofetil	1	FALSE	MA	SS
Control_3	M_MMF_9	Mycophenolate Mofetil	1	FALSE	MA	SS
Control_1	M_RANITIDINE_8	Ranitidine	1	FALSE	MA	SS
Control_2	M_RANITIDINE_8	Ranitidine	1	FALSE	MA	SS
Control_3	M_RANITIDINE_8	Ranitidine	1	FALSE	MA	SS
Control_1	M_DILTIAZEM_2	Diltiazem	1	FALSE	MA	SS
Control_2	M_DILTIAZEM_2	Diltiazem	1	FALSE	MA	SS
Control_3	M_DILTIAZEM_2	Diltiazem	1	FALSE	MA	SS
Control_1	M_EVEROLIMUS_1	Everolimus	1	FALSE	MA	SS
Control_2	M_EVEROLIMUS_1	Everolimus	1	FALSE	MA	SS
Control_3	M_EVEROLIMUS_1	Everolimus	1	FALSE	MA	SS
